WILAYA_CLEAN,COMMUNE_CLEAN,ZONE_RPA,capital_total,nb_polices,dommage_total,risque_moyen,proba_moyenne,CLASSE_COMMUNE
ADRAR,ADRAR,0,336240000.0,2,3362400.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,AIN BENIAN (AIN DEFLA),Inconnu,59000000.0,3,2950000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,AIN BOUYAHIA,Inconnu,7000000.0,2,350000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,AIN SOLTANE AIN DEFLA,Inconnu,43920000.0,6,2196000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,AIN TORKI,Inconnu,5000000.0,1,250000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,ARIB,Inconnu,16039550.0,7,801978.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,BORDJ EMIR KHALED,Inconnu,20265000.0,1,1013250.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,BOUMEDFAA,Inconnu,2145000.0,1,107250.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,BOURACHED,Inconnu,20620000.0,8,1031000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,DEFLA,Inconnu,778649693.0,282,38932485.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,DJELIDA,Inconnu,40770000.0,15,2038500.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,DJEMAA OULED CHEIKH,Inconnu,1000000.0,1,50000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,DJENDEL,Inconnu,5650000.0,2,282500.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,EL ABBADIA,Inconnu,121505460.0,47,6075273.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,EL AMRA,Inconnu,38381120.0,13,1919056.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,EL ATTAF,Inconnu,436158130.0,157,21807906.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,EL MAYENE,Inconnu,6500000.0,2,325000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,HAMMAM RIGHA,Inconnu,1560000.0,1,78000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,INCONNU,Inconnu,5000000.0,2,250000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,KHEMIS MILIANA,Inconnu,53884800.0,3,2694240.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,MEKHATRIA,Inconnu,8500000.0,3,425000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,MILIANA,Inconnu,21225000.0,2,1061250.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,ROUINA,Inconnu,49726900.0,13,2486345.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,TACHTA ZEGARRA,Inconnu,4500000.0,1,225000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,TIBERKANINE,Inconnu,168043250.0,24,8402162.0,0.0,0.0,SOUCONCENTRATION ✅
AIN DEFLA,ZEDDINE,Inconnu,18000000.0,7,900000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,BENI SAF,Inconnu,5145000.0,1,257250.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,BOUZEDJAR AIN TEMOUCHENT,Inconnu,5356400.0,1,267820.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,EL ABBADIA,Inconnu,2500000.0,1,125000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,EL AMRIA,Inconnu,7000000.0,1,350000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,EL MALAH,Inconnu,23137940.0,4,1156897.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,HAMMAM BOUHADJAR,Inconnu,717822074.0,5,35891104.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,OULHACA GHERRABA AIN TEMOUCHENT,Inconnu,3652600.0,1,182630.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,TAMZOUGHA,Inconnu,10800000.0,3,540000.0,0.0,0.0,SOUCONCENTRATION ✅
AIN TIMOUCHENT,TEMOUCHENT,Inconnu,16093350.0,7,804668.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,AIN BENIAN (AIN DEFLA),III,70780000.0,7,17695000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,AIN BENIAN (ALGER),III,997434888.0,291,249358722.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,AIN LAGRADJ,III,2000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,AIN NAGA,III,49859670.0,16,12464918.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,AIN TAYA,III,420415660.0,14,105103915.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,ALGER,III,40853567125.0,465,10213391781.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BAB EL OUED,III,129373980.0,35,32343495.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BABA HASSEN,III,1603610640.0,260,400902660.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BABAR,III,6000000.0,1,1500000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BACH DJERRAH,III,251968294.0,92,62992074.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BAINS ROMAINS,III,71550000.0,11,17887500.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BARAKI,III,4124900702.0,334,1031225176.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BEB EZZOUAR,III,7679660206.0,233,1919915051.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BEJAIA,III,10601000.0,2,2650250.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BEN AKNOUN,III,123894820.0,32,30973705.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BENI MESSOUS,III,206962550.0,31,51740638.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BIR KHADEM,III,1776120954.0,390,444030239.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BIR MOURAD RAIS,III,753979170.0,153,188494792.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BIRTOUTA,III,2267859369.0,313,566964842.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BLIDA,III,38252600.0,11,9563150.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOGHNI,III,4500000.0,1,1125000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOLOGHINE IBN ZIRI,III,18825240.0,8,4706310.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BORDJ BOU ARRERIDJ,III,120590000.0,2,30147500.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BORDJ EL BAHRI,III,451410365.0,80,112852591.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BORDJ EL KIFFAN,III,1337391529.0,249,334347882.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOU ISMAIL,III,45300000.0,1,11325000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BOUDOUAOU,III,54508000.0,5,13627000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BOUDOUAOU EL BAHRI,III,11110000.0,2,2777500.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BOUFARIK,III,80349180.0,10,20087295.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BOUHAROUN,III,2680900.0,1,670225.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOUINAN,III,55037080.0,17,13759270.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOUIRA,III,5270000.0,1,1317500.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,BOUMERDES,III,136935700.0,19,34233925.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOUROUBA,III,306900220.0,115,76725055.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,BOUZAREAH,III,618134290.0,98,154533572.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,CASBAH,III,37079980.0,10,9269995.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,CHEBLI,III,43700000.0,6,10925000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,CHERAGA ALGER,III,2887511137.0,598,721877784.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,CHERAGA MILA,III,9500000.0,1,2375000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,CHERCHAR,III,8153000.0,1,2038250.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,CONSTANTINE,III,2000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,CORSO,III,2693440.0,1,673360.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DAR EL BEIDA,III,2416502970.0,387,604125742.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,DARGUINA,III,2534250.0,1,633562.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DELY BRAHIM,III,1308795100.0,177,327198775.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DIDOUCHE MOURAD,III,4326670.0,2,1081668.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DJISR KSENTINA,III,315136460.0,91,78784115.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DOUAOUDA,III,10630000.0,5,2657500.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DOUERA,III,1458514406.0,216,364628602.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,DRAA ESSMAR,III,4500000.0,1,1125000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,DRARIA,III,746252880.0,122,186563220.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,EL ACHIR,III,7000000.0,1,1750000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,EL ACHOUR,III,1353138029.0,112,338284507.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,EL BIAR,III,2270063670.0,116,567515918.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,EL BORDJ,III,8890000.0,1,2222500.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,EL HARRACH,III,835805760.0,186,208951440.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,EL KHROUB,III,4402000.0,2,1100500.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,EL MADANIA,III,65958290.0,18,16489572.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,EL MAGHARIA,III,56013400.0,4,14003350.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,EL MARSA ALGER,III,21344000.0,3,5336000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,EL MOURADIA,III,685148330.0,124,171287082.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,FOUKA,III,5000000.0,1,1250000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,GHARDAIA,III,18000000.0,2,4500000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,GUERROUAOU,III,21577388.0,2,5394347.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,HAMMAMET,III,13276350.0,6,3319088.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,HAMMEDI,III,19728450.0,5,4932112.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,HARAOUA,III,190634780.0,57,47658695.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,HUSSEIN DEY,III,455584625.0,65,113896156.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,HYDRA,III,1277221430.0,137,319305358.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,INCONNU,III,1410000.0,1,352500.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,KHEMIS EL KHECHNA,III,21800000.0,4,5450000.0,0.0,1.0,SOUCONCENTRATION ✅
ALGER,KHEMIS MILIANA,III,7000000.0,1,1750000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,KHRAISSIA,III,963195960.0,153,240798990.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,KOLEA,III,55767320.0,4,13941830.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,KOUBA,III,2380410344.0,432,595102586.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,LARBAA BLIDA,III,20095350.0,4,5023838.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,LARBATACHE,III,9120000.0,2,2280000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,LES EUCALYPTUS,III,1354327170.0,421,338581792.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,MAHELMA,III,615413459.0,118,153853365.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,MEFTAH,III,16747950.0,5,4186988.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,MOHAMMADIA ALGER,III,981896530.0,260,245474132.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,ORAN,III,3152080.0,1,788020.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,OUED KORICHE,III,20437100.0,7,5109275.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,OUED SMAR,III,779639290.0,41,194909822.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,OULED CHEBEL,III,488524000.0,55,122131000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,OULED FAYET,III,1274482207.0,230,318620552.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,OULED MOUSSA,III,17620000.0,3,4405000.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,OULED SLAMA,III,3900000.0,1,975000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,OULED YAICH BLIDA,III,3458000.0,1,864500.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,RAHMANIA,III,98269320.0,20,24567330.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,RAIS HAMIDOU,III,47420000.0,6,11855000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,REGHAIA,III,728720966.0,214,182180242.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,ROUIBA,III,6125961110.0,258,1531490278.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SAOULA,III,504860560.0,72,126215140.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SETIF,III,9000000.0,2,2250000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SIDI AHMED,III,1117200.0,1,279300.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SIDI MHAMED ALGER,III,296189120.0,63,74047280.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SIDI MOUSSA,III,609835160.0,129,152458790.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SKIKDA,III,2000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,SOUIDANIA,III,254754703.0,58,63688676.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,STAOUELI,III,567788922.0,166,141947230.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,TASSALA EL MERDJA,III,64250080.0,13,16062520.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,TERRAI BAINEM,III,1400000.0,1,350000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,TESSALA,III,44910544.0,7,11227636.0,1.0,1.0,SURCONCENTRATION ⚠️
ALGER,TIPAZA,III,30326370.0,8,7581592.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,TIZI OUZOU,III,1488000.0,1,372000.0,0.0,0.0,SOUCONCENTRATION ✅
ALGER,ZERALDA,III,763508506.0,198,190877126.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,ADRAR,IIa,2000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,AIN BERDA,IIa,111575010.0,8,11157501.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,AIN EL BERD,IIa,1000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,ANNABA,IIa,1425740060.0,431,142574006.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,BERRAHEL,IIa,95598580.0,12,9559858.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,BOUTELDJA,IIa,2310000.0,1,231000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,DAR EL BEIDA,IIa,3000000.0,1,300000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,DREAN,IIa,2419240.0,1,241924.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,EL BOUNI,IIa,1146415725.0,415,114641572.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,EL EULMA,IIa,3000000.0,1,300000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,EL HADJAR,IIa,401752130.0,17,40175213.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,EULMA,IIa,5200000.0,2,520000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,OUED EL ANEB,IIa,10800000.0,6,1080000.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,SERAIDI,IIa,16677690.0,6,1667769.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,SIDI AMAR SAIDA,IIa,2072000.0,1,207200.0,0.0,0.0,SOUCONCENTRATION ✅
ANNABA,SIDI AMER,IIa,10327720.0,3,1032772.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,AIN TAGHROUT,Inconnu,39245000.0,14,1962250.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,AIN TASSERA,Inconnu,6695000.0,3,334750.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BELIMOUR,Inconnu,40950000.0,7,2047500.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BEN DAOUD,Inconnu,11900000.0,2,595000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BENDAOUD,Inconnu,2000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BIR KASDALI,Inconnu,20136320.0,10,1006816.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BORDJ BOU ARRERIDJ,Inconnu,2800127070.0,950,140006354.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BORDJ GHDIR,Inconnu,169471040.0,62,8473552.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,BORDJ ZEMOURA,Inconnu,1457000.0,1,72850.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,DJAAFRA,Inconnu,2100000.0,1,105000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL ACHIR,Inconnu,80927630.0,19,4046382.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL ANCER,Inconnu,3720000.0,1,186000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL ANSEUR,Inconnu,79114720.0,25,3955736.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL BORDJ,Inconnu,1167600.0,1,58380.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL EUCH,Inconnu,6488000.0,2,324400.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL HAMMADIA,Inconnu,131112130.0,45,6555606.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL KSEUR,Inconnu,15291000.0,4,764550.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL MAIN,Inconnu,1860000.0,1,93000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,EL MHIR,Inconnu,40550000.0,21,2027500.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,GHILASSA,Inconnu,41863650.0,13,2093182.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,HAMADIA,Inconnu,1000000.0,1,50000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,HASNAOUA,Inconnu,42285000.0,13,2114250.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,INCONNU,Inconnu,4855220.0,2,242761.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,KHELIL,Inconnu,34204000.0,17,1710200.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,KOLEA,Inconnu,2000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,KSOUR,Inconnu,3100000.0,1,155000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,MANSOURA,Inconnu,164350000.0,17,8217500.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,MEDJANA,Inconnu,42329090.0,21,2116454.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,OULED HADJADJ,Inconnu,1900000.0,1,95000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,OULED SIDI BRAHIM B.B ARRERIDJ,Inconnu,8400000.0,2,420000.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,RABTA,Inconnu,19150000.0,10,957500.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,RAS EL OUED,Inconnu,17710000.0,7,885500.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,SIDI EMBAREK,Inconnu,87260090.0,30,4363004.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,TAGLAIT,Inconnu,5154000.0,3,257700.0,0.0,0.0,SOUCONCENTRATION ✅
B.B ARRERIDJ,THENIA,Inconnu,1900000.0,1,95000.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,AIN DJASSER,I,4929310.0,3,246466.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,AIN TOUTA,I,498219000.0,6,24910950.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,AIN YAGOUT,I,10850000.0,2,542500.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,ALGER,I,3891600.0,1,194580.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,ARRIS,I,726094890.0,315,36304744.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,BARIKA,I,297375540.0,51,14868777.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,BATHIA,I,14421400.0,2,721070.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,BATNA,I,1993948559.0,622,99697428.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,BOULEHILET,I,2104900.0,1,105245.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,BOUZINA,I,69025220.0,24,3451261.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,CHEMORA,I,3628860.0,3,181443.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,CHIR,I,16492000.0,3,824600.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,DJERMA,I,1116000.0,1,55800.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,DJEZZAR,I,8029000.0,4,401450.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,EL MADHER,I,10202720.0,3,510136.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,FESDIS,I,48338822.0,16,2416941.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,FOUM TOUB,I,13790660.0,8,689533.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,GHASSIRA,I,12276000.0,6,613800.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,ICHEMOUL,I,114201030.0,40,5710052.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,INOUGHISSENE,I,23837450.0,12,1191872.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,KIMMEL,I,5270000.0,3,263500.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,MENAA BATNA,I,35898000.0,24,1794900.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,MEROUANA,I,9233730.0,3,461686.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,MSILA,I,10500000.0,3,525000.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,NADOR,I,1222000.0,1,61100.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,OUED CHAABA,I,30370060.0,11,1518503.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,OUED TAGA,I,51030340.0,24,2551517.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,OULED FADEL,I,5394000.0,2,269700.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,SERIANA,I,12092970.0,6,604648.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,TAGHIT,I,3080000.0,1,154000.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,TAZOULT,I,31684170.0,6,1584208.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,THENIET EL ABED,I,84294890.0,30,4214744.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,TIGHANIMINE,I,8773000.0,8,438650.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,TIGHARGHAR,I,16474950.0,15,823748.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,TKOUT,I,35898000.0,34,1794900.0,0.0,0.0,SOUCONCENTRATION ✅
BATNA,ZANA EL BEIDA,I,1550000.0,1,77500.0,0.0,0.0,SOUCONCENTRATION ✅
BECHAR,BECHAR,Inconnu,12000000.0,2,600000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,ADEKAR,IIa,44320000.0,12,4432000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,AIT R_ZINE,IIa,2000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,AIT SMAIL,IIa,9872800.0,2,987280.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,AKBOU,IIa,422514260.0,39,42251426.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,AMALOU,IIa,10675000.0,2,1067500.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,AMIZOUR,IIa,225761950.0,90,22576195.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,AOKAS,IIa,14735150.0,6,1473515.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BARBACHA,IIa,105263200.0,44,10526320.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BATNA,IIa,1959440.0,1,195944.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BEJAIA,IIa,1637228142.0,493,163722814.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BENI DJELLIL,IIa,6000000.0,6,600000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BENI KSILA BEJAIA,IIa,70532000.0,6,7053200.0,1.0,1.0,SURCONCENTRATION ⚠️
BEJAIA,BENI MAOUCHE,IIa,3403150.0,2,340315.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BOUDJELLIL,IIa,9350000.0,3,935000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BOUHAMZA,IIa,1400000.0,1,140000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,BOUKHELIFA,IIa,35253310.0,8,3525331.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,CHELATA,IIa,6405000.0,3,640500.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,CHEMINI,IIa,7001380.0,4,700138.0,0.0,0.0,SOUCONCENTRATION ✅
